Date,Rate
5/23/2008,23.5758
5/24/2008,23.6007
5/27/2008,23.5483
5/28/2008,23.5513
5/29/2008,23.5847
5/30/2008,23.6659
5/31/2008,23.7384
6/3/2008,23.7473
6/4/2008,23.6968
6/5/2008,23.8019
6/6/2008,23.8116
6/7/2008,23.6809
6/8/2008,23.5651
6/10/2008,23.521
6/11/2008,23.6109
6/12/2008,23.6748
6/17/2008,23.7795
6/18/2008,23.6402
6/19/2008,23.6586
6/20/2008,23.5979
6/21/2008,23.6288
6/24/2008,23.5908
6/25/2008,23.6223
6/26/2008,23.6113
6/27/2008,23.5245
6/28/2008,23.4573
7/1/2008,23.4068
7/2/2008,23.4689
7/3/2008,23.4147
7/4/2008,23.3759
7/5/2008,23.5125
7/8/2008,23.5589
7/9/2008,23.5024
7/10/2008,23.4147
7/11/2008,23.4363
7/12/2008,23.3727
7/15/2008,23.23
7/16/2008,23.1255
7/17/2008,23.1638
7/18/2008,23.225
7/19/2008,23.1937
7/22/2008,23.212
7/23/2008,23.196
7/24/2008,23.322
7/25/2008,23.3782
7/26/2008,23.3572
7/29/2008,23.361
7/30/2008,23.3278
7/31/2008,23.4456
8/1/2008,23.4186
8/2/2008,23.4697
8/5/2008,23.4039
8/6/2008,23.4354
8/7/2008,23.5142
8/8/2008,23.5816
8/9/2008,23.8782
8/12/2008,24.5697
8/13/2008,24.3424
8/14/2008,24.1559
8/15/2008,24.2901
8/16/2008,24.5054
8/19/2008,24.4898
8/20/2008,24.5703
8/21/2008,24.4316
8/22/2008,24.3013
8/23/2008,24.2699
8/26/2008,24.4389
8/27/2008,24.5803
8/28/2008,24.6019
8/29/2008,24.5474
8/30/2008,24.5769
9/2/2008,24.667
9/3/2008,24.7184
9/4/2008,24.8739
9/5/2008,25.2144
9/6/2008,25.4552
9/9/2008,25.2626
9/10/2008,25.5814
9/11/2008,25.5761
9/12/2008,25.7842
9/13/2008,25.7013
9/16/2008,25.3938
9/17/2008,25.5064
9/18/2008,25.5245
9/19/2008,25.4307
9/20/2008,25.4863
9/23/2008,25.269
9/24/2008,24.9864
9/25/2008,25.0703
9/26/2008,24.8982
9/27/2008,25.0221
9/30/2008,25.2464
10/1/2008,25.3718
10/2/2008,25.6023
10/3/2008,25.8213
10/4/2008,25.8993
10/7/2008,26.1784
10/8/2008,26.1791
10/9/2008,26.1629
10/10/2008,26.0695
10/11/2008,26.208
10/14/2008,26.1111
10/15/2008,26.0871
10/16/2008,26.1347
10/17/2008,26.3691
10/18/2008,26.2505
10/21/2008,26.0561
10/22/2008,26.4417
10/23/2008,26.9215
10/24/2008,26.9793
10/25/2008,27.0596
10/28/2008,27.3507
10/29/2008,27.3018
10/30/2008,27.0979
10/31/2008,26.543
11/1/2008,27.0981
11/2/2008,27.0793
11/6/2008,26.9146
11/7/2008,26.9114
11/8/2008,27.0041
11/11/2008,26.9639
11/12/2008,27.3399
11/13/2008,27.4704
11/14/2008,27.6704
11/15/2008,27.3386
11/18/2008,27.4374
11/19/2008,27.4301
11/20/2008,27.4413
11/21/2008,27.5715
11/22/2008,27.5665
11/25/2008,27.6613
11/26/2008,27.3913
11/27/2008,27.3563
11/28/2008,27.4216
11/29/2008,27.606
12/2/2008,27.9409
12/3/2008,28.0166
12/4/2008,27.9212
12/5/2008,27.9576
12/6/2008,28.0916
12/9/2008,28.0043
12/10/2008,28.0029
12/11/2008,27.8671
12/12/2008,27.931
12/13/2008,27.8077
12/16/2008,27.816
12/17/2008,27.6009
12/18/2008,27.5199
12/19/2008,27.6095
12/20/2008,27.7351
12/23/2008,28.2682
12/24/2008,28.3359
12/25/2008,28.6119
12/26/2008,28.6735
12/27/2008,29.0058
12/30/2008,29.23
12/31/2008,29.3804
1/1/2009,29.3916
1/12/2009,30.5331
1/13/2009,30.9981
1/14/2009,31.2226
1/15/2009,31.5616
1/16/2009,32.2135
1/17/2009,32.5747
1/20/2009,32.9085
1/21/2009,33.4154
1/22/2009,32.643
1/23/2009,32.7991
1/24/2009,32.8926
1/27/2009,32.9018
1/28/2009,32.9979
1/29/2009,33.2155
1/30/2009,34.6847
1/31/2009,35.4146
2/3/2009,36.1767
2/4/2009,36.129
2/5/2009,36.0135
2/6/2009,36.3095
2/7/2009,36.3798
2/10/2009,36.1258
2/11/2009,35.9285
2/12/2009,35.8323
2/13/2009,34.8003
2/14/2009,34.5578
2/17/2009,34.7797
2/18/2009,35.6345
2/19/2009,36.4267
2/20/2009,36.091
2/21/2009,36.076
2/25/2009,36.0254
2/26/2009,35.7442
2/27/2009,35.7223
2/28/2009,35.7205
3/3/2009,36.1644
3/4/2009,36.2054
3/5/2009,36.2284
3/6/2009,35.8899
3/7/2009,35.7374
3/11/2009,35.4534
3/12/2009,35.1164
3/13/2009,35.2944
3/14/2009,34.8316
3/17/2009,34.8388
3/18/2009,34.5318
3/19/2009,34.4203
3/20/2009,33.8222
3/21/2009,33.423
3/24/2009,33.3034
3/25/2009,33.2726
3/26/2009,33.7268
3/27/2009,33.4668
3/28/2009,33.4133
3/31/2009,34.0134
4/1/2009,33.9032
4/2/2009,33.9456
4/3/2009,33.7636
4/4/2009,33.4095
4/7/2009,33.1743
4/8/2009,33.384
4/9/2009,33.7781
4/10/2009,33.5334
4/11/2009,33.6309
4/14/2009,33.4863
4/15/2009,33.3887
4/16/2009,33.4507
4/17/2009,33.4184
4/18/2009,33.4677
4/21/2009,33.5371
4/22/2009,34.1043
4/23/2009,34.0597
4/24/2009,33.7848
4/25/2009,33.4187
4/28/2009,33.3904
4/29/2009,33.5533
4/30/2009,33.2491
5/1/2009,32.974
5/5/2009,32.9672
5/6/2009,32.8146
5/7/2009,32.8883
5/8/2009,32.7915
5/9/2009,32.5534
5/13/2009,32.2817
5/14/2009,31.9841
5/15/2009,32.1677
5/16/2009,32.0797
5/19/2009,32.2919
5/20/2009,31.9498
5/21/2009,31.8009
5/22/2009,31.4586
5/23/2009,31.1998
5/26/2009,31.0516
5/27/2009,31.1465
5/28/2009,31.1846
5/29/2009,31.3259
5/30/2009,30.9843
6/2/2009,30.7441
6/3/2009,30.7321
6/4/2009,30.5131
6/5/2009,30.8767
6/6/2009,30.6919
6/9/2009,31.0751
6/10/2009,31.2637
6/11/2009,30.9277
6/12/2009,30.9124
6/16/2009,31.1548
6/17/2009,31.3185
6/18/2009,31.1297
6/19/2009,31.0998
6/20/2009,31.1541
6/23/2009,31.2408
6/24/2009,31.5765
6/25/2009,31.1365
6/26/2009,31.2037
6/27/2009,31.1184
6/30/2009,31.2904
7/1/2009,31.0385
7/2/2009,31.1904
7/3/2009,31.1252
7/4/2009,31.2481
7/7/2009,31.4143
7/8/2009,31.4695
7/9/2009,31.7819
7/10/2009,31.8878
7/11/2009,32.0353
7/14/2009,33.0597
7/15/2009,32.5072
7/16/2009,32.047
7/17/2009,31.6943
7/18/2009,31.7837
7/21/2009,31.3733
7/22/2009,31.1791
7/23/2009,31.0785
7/24/2009,31.076
7/25/2009,31.1372
7/28/2009,30.7457
7/29/2009,30.6431
7/30/2009,31.4162
7/31/2009,31.7555
8/1/2009,31.1533
8/4/2009,31.2424
8/5/2009,31.0484
8/6/2009,31.1326
8/7/2009,31.1814
8/8/2009,31.5473
8/11/2009,31.6503
8/12/2009,31.7477
8/13/2009,32.6926
8/14/2009,32.1457
8/15/2009,31.7226
8/18/2009,32.2874
8/19/2009,31.9187
8/20/2009,31.9191
8/21/2009,31.6011
8/22/2009,31.9443
8/25/2009,31.5544
8/26/2009,31.5437
8/27/2009,31.4007
8/28/2009,31.6405
8/29/2009,31.5687
9/1/2009,31.8397
9/2/2009,31.7743
9/3/2009,31.973
9/4/2009,31.7679
9/5/2009,31.6062
9/8/2009,31.4298
9/9/2009,31.3754
9/10/2009,31.1452
9/11/2009,30.8851
9/12/2009,30.7246
9/15/2009,30.8617
9/16/2009,30.9895
9/17/2009,30.6067
9/18/2009,30.3881
9/19/2009,30.3744
9/22/2009,30.3711
9/23/2009,30.2385
9/24/2009,30.0004
9/25/2009,30.0678
9/26/2009,30.137
9/29/2009,30.1985
9/30/2009,30.0922
10/1/2009,30.0087
10/2/2009,30.0621
10/3/2009,30.124
10/6/2009,30.0785
10/7/2009,29.8322
10/8/2009,29.7819
10/9/2009,29.6396
10/10/2009,29.609
10/13/2009,29.5945
10/14/2009,29.5043
10/15/2009,29.4651
10/16/2009,29.3206
10/17/2009,29.3281
10/20/2009,29.3553
10/21/2009,29.1911
10/22/2009,29.1641
10/23/2009,29.0858
10/24/2009,29.0003
10/27/2009,28.9403
10/28/2009,29.0184
10/29/2009,29.1749
10/30/2009,29.3441
10/31/2009,29.0488
11/3/2009,29.1944
11/4/2009,29.2337
11/6/2009,29.133
11/7/2009,29.0156
11/10/2009,28.8497
11/11/2009,28.7391
11/12/2009,28.7007
11/13/2009,28.6701
11/14/2009,28.8345
11/17/2009,28.6705
11/18/2009,28.6768
11/19/2009,28.7163
11/20/2009,28.7459
11/21/2009,28.8554
11/24/2009,28.7986
11/25/2009,28.8481
11/26/2009,28.7909
11/27/2009,28.8751
11/28/2009,29.8179
12/1/2009,29.0687
12/2/2009,29.1771
12/3/2009,29.056
12/4/2009,29.2427
12/5/2009,29.1979
12/8/2009,29.5221
12/9/2009,30.1839
12/10/2009,30.7562
12/11/2009,30.6268
12/12/2009,30.2107
12/15/2009,30.0481
12/16/2009,30.0678
12/17/2009,30.1978
12/18/2009,30.4392
12/19/2009,30.7187
12/22/2009,30.5529
12/23/2009,30.4439
12/24/2009,30.5007
12/25/2009,29.9292
12/26/2009,29.4266
12/29/2009,29.5952
12/30/2009,29.8491
12/31/2009,30.2442
1/1/2010,30.1851
1/12/2010,29.4283
1/13/2010,29.3774
1/14/2010,29.6409
1/15/2010,29.4299
1/16/2010,29.5603
1/19/2010,29.5963
1/20/2010,29.5184
1/21/2010,29.6941
1/22/2010,29.7486
1/23/2010,29.7458
1/26/2010,30.0946
1/27/2010,30.3136
1/28/2010,30.2921
1/29/2010,30.3631
1/30/2010,30.4312
2/2/2010,30.3996
2/3/2010,30.183
2/4/2010,29.8779
2/5/2010,30.0054
2/6/2010,30.4666
2/9/2010,30.5158
2/10/2010,30.3735
2/11/2010,30.2462
2/12/2010,30.1245
2/13/2010,30.1595
2/16/2010,30.2207
2/17/2010,30.1176
2/18/2010,29.9761
2/19/2010,30.1138
2/20/2010,30.151
2/25/2010,30.0309
2/26/2010,30.0521
2/27/2010,30.0388
2/28/2010,29.9484
3/2/2010,29.93
3/3/2010,29.9779
3/4/2010,29.814
3/5/2010,29.8217
3/6/2010,29.8366
3/10/2010,29.7499
3/11/2010,29.7249
3/12/2010,29.5195
3/13/2010,29.3897
3/16/2010,29.3353
3/17/2010,29.4242
3/18/2010,29.1927
3/19/2010,29.2223
3/20/2010,29.2565
3/23/2010,29.3389
3/24/2010,29.4707
3/25/2010,29.5764
3/26/2010,29.6572
3/27/2010,29.5142
3/30/2010,29.6309
3/31/2010,29.3638
4/1/2010,29.4956
4/2/2010,29.4394
4/3/2010,29.2194
4/6/2010,29.2097
4/7/2010,29.2416
4/8/2010,29.294
4/9/2010,29.4003
4/10/2010,29.3232
4/13/2010,28.9428
4/14/2010,29.0294
4/15/2010,29.0444
4/16/2010,28.931
4/17/2010,29.0325
4/20/2010,29.1969
4/21/2010,29.1381
4/22/2010,29.0906
4/23/2010,29.1288
4/24/2010,29.2743
4/27/2010,29.0882
4/28/2010,29.0623
4/29/2010,29.3801
4/30/2010,29.2886
5/1/2010,29.1537
5/5/2010,29.2982
5/6/2010,29.6812
5/7/2010,30.2971
5/8/2010,30.7193
5/12/2010,30.3609
5/13/2010,30.2048
5/14/2010,29.8597
5/15/2010,30.0575
5/18/2010,30.6986
5/19/2010,30.3946
5/20/2010,30.6953
5/21/2010,30.7523
5/22/2010,31.0576
5/25/2010,30.8754
5/26/2010,31.4293
5/27/2010,31.3538
5/28/2010,30.8786
5/29/2010,30.4956
6/1/2010,30.74
6/2/2010,31.0702
6/3/2010,31.19
6/4/2010,30.8938
6/5/2010,31.0685
6/8/2010,31.7798
6/9/2010,31.62
6/10/2010,31.7302
6/11/2010,31.5742
6/12/2010,31.4471
6/16/2010,31.4595
6/17/2010,31.1566
6/18/2010,31.1854
6/19/2010,30.884
6/22/2010,30.7267
6/23/2010,30.896
6/24/2010,30.9694
6/25/2010,31.0149
6/26/2010,31.0761
6/29/2010,30.9833
6/30/2010,31.1954
7/1/2010,31.2554
7/2/2010,31.3703
7/3/2010,31.1942
7/6/2010,31.1124
7/7/2010,31.1124
7/8/2010,31.0922
7/9/2010,30.9479
7/10/2010,30.7953
7/13/2010,30.8823
7/14/2010,30.8543
7/15/2010,30.539
7/16/2010,30.5619
7/17/2010,30.4615
7/20/2010,30.5739
7/21/2010,30.4058
7/22/2010,30.4059
7/23/2010,30.5205
7/24/2010,30.3839
7/27/2010,30.3006
7/28/2010,30.2391
7/29/2010,30.2066
7/30/2010,30.2173
7/31/2010,30.1869
8/3/2010,30.1861
8/4/2010,29.9681
8/5/2010,29.7958
8/6/2010,29.8633
8/7/2010,29.8312
8/10/2010,29.8186
8/11/2010,30.0239
8/12/2010,30.205
8/13/2010,30.4493
8/14/2010,30.4199
8/17/2010,30.5199
8/18/2010,30.4514
8/19/2010,30.4257
8/20/2010,30.4636
8/21/2010,30.5099
8/24/2010,30.6041
8/25/2010,30.7559
8/26/2010,30.8958
8/27/2010,30.8227
8/28/2010,30.6969
8/31/2010,30.664
9/1/2010,30.8669
9/2/2010,30.8001
9/3/2010,30.6858
9/4/2010,30.6922
9/7/2010,30.5771
9/8/2010,30.7319
9/9/2010,30.8873
9/10/2010,30.8801
9/11/2010,30.8937
9/14/2010,30.6831
9/15/2010,30.7049
9/16/2010,30.7407
9/17/2010,31.0223
9/18/2010,31.0826
9/21/2010,30.9809
9/22/2010,31.0814
9/23/2010,30.9826
9/24/2010,31.0031
9/25/2010,30.948
9/28/2010,30.6119
9/29/2010,30.6013
9/30/2010,30.403
10/1/2010,30.5126
10/2/2010,30.5094
10/5/2010,30.496
10/6/2010,30.436
10/7/2010,29.8929
10/8/2010,29.6334
10/9/2010,29.9086
10/12/2010,29.8317
10/13/2010,30.0763
10/14/2010,30.1269
10/15/2010,29.9315
10/16/2010,30.1243
10/19/2010,30.5237
10/20/2010,30.4151
10/21/2010,30.7968
10/22/2010,30.7348
10/23/2010,30.4977
10/26/2010,30.2258
10/27/2010,30.4
10/28/2010,30.5682
10/29/2010,30.6786
10/30/2010,30.7821
11/2/2010,30.7738
11/3/2010,30.7941
11/4/2010,30.7709
11/9/2010,30.8029
11/10/2010,30.8612
11/11/2010,30.6925
11/12/2010,30.5107
11/13/2010,30.7722
11/14/2010,30.8414
11/16/2010,30.8632
11/17/2010,31.056
11/18/2010,31.3487
11/19/2010,31.1999
11/20/2010,30.949
11/23/2010,30.995
11/24/2010,31.2642
11/25/2010,31.2929
11/26/2010,31.2842
11/27/2010,31.3539
11/30/2010,31.3061
12/1/2010,31.3335
12/2/2010,31.4555
12/3/2010,31.3518
12/4/2010,31.2641
12/7/2010,31.2867
12/8/2010,31.2238
12/9/2010,31.243
12/10/2010,30.9831
12/11/2010,30.8604
12/14/2010,30.9006
12/15/2010,30.7447
12/16/2010,30.7199
12/17/2010,30.7528
12/18/2010,30.6682
12/21/2010,30.7746
12/22/2010,30.7188
12/23/2010,30.7187
12/24/2010,30.5922
12/25/2010,30.5778
12/28/2010,30.4495
12/29/2010,30.272
12/30/2010,30.3592
12/31/2010,30.4769
1/1/2011,30.3505
1/12/2011,30.6252
1/13/2011,30.3988
1/14/2011,30.0926
1/15/2011,29.954
1/18/2011,30.0534
1/19/2011,29.8881
1/20/2011,29.8252
1/21/2011,29.9147
1/22/2011,30.0109
1/25/2011,29.8516
1/26/2011,29.7948
1/27/2011,29.7768
1/28/2011,29.6738
1/29/2011,29.6684
2/1/2011,29.8018
2/2/2011,29.6548
2/3/2011,29.4219
2/4/2011,29.3489
2/5/2011,29.4136
2/8/2011,29.3689
2/9/2011,29.255
2/10/2011,29.301
2/11/2011,29.3535
2/12/2011,29.32
2/15/2011,29.2583
2/16/2011,29.285
2/17/2011,29.2735
2/18/2011,29.2447
2/19/2011,29.2585
2/22/2011,29.1549
2/23/2011,29.2859
2/25/2011,29.1611
2/26/2011,28.9405
3/1/2011,28.9028
3/2/2011,28.7569
3/3/2011,28.6277
3/4/2011,28.3228
3/5/2011,28.188
3/6/2011,28.1717
3/10/2011,28.2945
3/11/2011,28.4356
3/12/2011,28.6317
3/15/2011,28.664
3/16/2011,28.7263
3/17/2011,28.6582
3/18/2011,28.7422
3/19/2011,28.4763
3/22/2011,28.3675
3/23/2011,28.1561
3/24/2011,28.27
3/25/2011,28.4015
3/26/2011,28.2237
3/29/2011,28.411
3/30/2011,28.3436
3/31/2011,28.429
4/1/2011,28.5162
4/2/2011,28.3684
4/5/2011,28.2277
4/6/2011,28.3113
4/7/2011,28.2164
4/8/2011,28.2286
4/9/2011,28.1211
4/12/2011,27.9758
4/13/2011,28.1456
4/14/2011,28.1145
4/15/2011,28.1886
4/16/2011,28.2212
4/19/2011,28.1636
4/20/2011,28.4213
4/21/2011,28.1457
4/22/2011,27.9398
4/23/2011,27.9396
4/26/2011,27.9924
4/27/2011,27.8964
4/28/2011,27.7144
4/29/2011,27.4977
4/30/2011,27.5022
5/4/2011,27.3348
5/5/2011,27.3675
5/6/2011,27.2625
5/7/2011,27.6635
5/11/2011,27.8645
5/12/2011,27.6288
5/13/2011,27.9472
5/14/2011,27.8497
5/17/2011,28.122
5/18/2011,28.1177
5/19/2011,28.0466
5/20/2011,27.9608
5/21/2011,27.9145
5/24/2011,28.3418
5/25/2011,28.437
5/26/2011,28.4794
5/27/2011,28.228
5/28/2011,28.1166
5/31/2011,28.0685
6/1/2011,27.9805
6/2/2011,27.9682
6/3/2011,28.0419
6/4/2011,27.8751
6/7/2011,27.7752
6/8/2011,27.7814
6/9/2011,27.6847
6/10/2011,27.7033
6/11/2011,27.7907
6/15/2011,27.8984
6/16/2011,27.8957
6/17/2011,28.19
6/18/2011,28.1778
6/21/2011,28.1783
6/22/2011,28.0118
6/23/2011,27.896
6/24/2011,28.0568
6/25/2011,28.1655
6/28/2011,28.3478
6/29/2011,28.2352
6/30/2011,28.0758
7/1/2011,27.8726
7/2/2011,27.8536
7/5/2011,27.8037
7/6/2011,27.8622
7/7/2011,27.8907
7/8/2011,27.9853
7/9/2011,27.888
7/12/2011,28.0839
7/13/2011,28.3842
7/14/2011,28.2557
7/15/2011,28.061
7/16/2011,28.1277
7/19/2011,28.1775
7/20/2011,28.1505
7/21/2011,28.0466
7/22/2011,27.908
7/23/2011,27.7169
7/26/2011,27.7413
7/27/2011,27.546
7/28/2011,27.4439
7/29/2011,27.5907
7/30/2011,27.6796
8/2/2011,27.5204
8/3/2011,27.8154
8/4/2011,27.8996
8/5/2011,27.8432
8/6/2011,28.3382
8/9/2011,28.521
8/10/2011,29.4166
8/11/2011,29.3065
8/12/2011,29.417
8/13/2011,29.4452
8/16/2011,28.8576
8/17/2011,28.7032
8/18/2011,28.7207
8/19/2011,28.9115
8/20/2011,29.2709
8/23/2011,29.2555
8/24/2011,28.9547
8/25/2011,28.9037
8/26/2011,28.8825
8/27/2011,28.8717
8/30/2011,28.7108
8/31/2011,28.8569
9/1/2011,28.9278
9/2/2011,28.8911
9/3/2011,29.0604
9/6/2011,29.3436
9/7/2011,29.6107
9/8/2011,29.4905
9/9/2011,29.5015
9/10/2011,29.6904
9/13/2011,30.3034
9/14/2011,30.1872
9/15/2011,30.3643
9/16/2011,30.5042
9/17/2011,30.5328
9/20/2011,30.868
9/21/2011,31.496
9/22/2011,31.4122
9/23/2011,31.9106
9/24/2011,32.1083
9/27/2011,32.4619
9/28/2011,32.2201
9/29/2011,31.818
9/30/2011,31.8751
10/1/2011,32.11
10/4/2011,32.589
10/5/2011,32.6799
10/6/2011,32.6374
10/7/2011,32.5085
10/8/2011,32.2005
10/11/2011,32.0096
10/12/2011,31.427
10/13/2011,31.4151
10/14/2011,31.2014
10/15/2011,30.9905
10/18/2011,30.737
10/19/2011,30.9694
10/20/2011,30.9257
10/21/2011,31.3788
10/22/2011,31.3361
10/25/2011,30.8255
10/26/2011,30.4971
10/27/2011,30.5732
10/28/2011,30.2421
10/29/2011,29.8977
11/1/2011,30.1245
11/2/2011,30.6448
11/3/2011,30.683
11/4/2011,30.8438
11/8/2011,30.5694
11/9/2011,30.5014
11/10/2011,30.1033
11/11/2011,30.8454
11/12/2011,30.5282
11/15/2011,30.2921
11/16/2011,30.66
11/17/2011,30.8417
11/18/2011,30.7337
11/19/2011,30.919
11/22/2011,30.9693
11/23/2011,31.0612
11/24/2011,31.2133
11/25/2011,31.4365
11/26/2011,31.5788
11/29/2011,31.4117
11/30/2011,31.3216
12/1/2011,31.4001
12/2/2011,30.8486
12/3/2011,30.8099
12/6/2011,30.9068
12/7/2011,31.1026
12/8/2011,31.1527
12/9/2011,31.2308
12/10/2011,31.5691
12/13/2011,31.4134
12/14/2011,31.6704
12/15/2011,31.7655
12/16/2011,31.8957
12/17/2011,31.7701
12/20/2011,32.0323
12/21/2011,32.0519
12/22/2011,31.7645
12/23/2011,31.5634
12/24/2011,31.2575
12/27/2011,31.2266
12/28/2011,31.0847
12/29/2011,31.5633
12/30/2011,32.0197
12/31/2011,32.1961
1/11/2012,31.8729
1/12/2012,31.6886
1/13/2012,31.6807
1/14/2012,31.583
1/17/2012,31.9344
1/18/2012,31.5445
1/19/2012,31.5428
1/20/2012,31.4777
1/21/2012,31.2879
1/24/2012,31.3325
1/25/2012,30.8752
1/26/2012,30.667
1/27/2012,30.36
1/28/2012,30.3626
1/31/2012,30.3647
2/1/2012,30.3131
2/2/2012,30.4067
2/3/2012,30.1855
2/4/2012,30.2385
2/7/2012,30.2324
2/8/2012,30.0871
2/9/2012,29.693
2/10/2012,29.6795
2/11/2012,29.8923
2/14/2012,29.8873
2/15/2012,30.0868
2/16/2012,29.944
2/17/2012,30.2098
2/18/2012,29.9982
2/21/2012,29.7805
2/22/2012,29.7796
2/23/2012,29.7692
2/25/2012,29.449
2/28/2012,29.1264
2/29/2012,28.9503
3/1/2012,29.0253
3/2/2012,29.2889
3/3/2012,29.296
3/6/2012,29.2892
3/7/2012,29.4508
3/8/2012,29.6621
3/12/2012,29.5406
3/13/2012,29.6666
3/14/2012,29.5091
3/15/2012,29.5125
3/16/2012,29.5822
3/17/2012,29.3578
3/20/2012,29.2224
3/21/2012,29.1652
3/22/2012,29.2079
3/23/2012,29.2447
3/24/2012,29.4038
3/27/2012,29.2311
3/28/2012,28.9468
3/29/2012,29.0845
3/30/2012,29.2853
3/31/2012,29.3282
4/3/2012,29.3479
4/4/2012,29.2944
4/5/2012,29.4285
4/6/2012,29.4303
4/7/2012,29.4606
4/10/2012,29.6358
4/11/2012,29.6359
4/12/2012,29.8033
4/13/2012,29.569
4/14/2012,29.4711
4/17/2012,29.7614
4/18/2012,29.6368
4/19/2012,29.4978
4/20/2012,29.5122
4/21/2012,29.5214
4/24/2012,29.488
4/25/2012,29.4549
4/26/2012,29.2962
4/27/2012,29.277
4/28/2012,29.4234
4/29/2012,29.3627
5/3/2012,29.3708
5/4/2012,29.463
5/5/2012,29.5937
5/6/2012,29.8075
5/11/2012,30.1891
5/12/2012,30.2306
5/13/2012,30.1793
5/15/2012,30.2652
5/16/2012,30.3299
5/17/2012,30.9758
5/18/2012,30.9417
5/19/2012,31.3921
5/22/2012,31.1582
5/23/2012,31.0644
5/24/2012,31.3803
5/25/2012,31.6247
5/26/2012,31.7572
5/29/2012,31.827
5/30/2012,32.086
5/31/2012,32.4509
6/1/2012,32.9173
6/2/2012,33.7384
6/5/2012,34.0395
6/6/2012,33.2001
6/7/2012,32.7889
6/8/2012,32.1922
6/9/2012,32.7358
6/10/2012,32.5862
6/14/2012,32.7331
6/15/2012,32.5766
6/16/2012,32.3945
6/19/2012,32.1315
6/20/2012,32.5315
6/21/2012,32.5166
6/22/2012,32.9054
6/23/2012,33.5191
6/26/2012,33.1693
6/27/2012,33.1732
6/28/2012,32.8384
6/29/2012,32.9412
6/30/2012,32.8169
7/3/2012,32.5287
7/4/2012,32.4789
7/5/2012,32.2065
7/6/2012,32.4727
7/7/2012,32.624
7/10/2012,32.9907
7/11/2012,32.9754
7/12/2012,32.8282
7/13/2012,32.7177
7/14/2012,32.659
7/17/2012,32.6208
7/18/2012,32.4955
7/19/2012,32.4041
7/20/2012,32.0764
7/21/2012,31.9509
7/24/2012,32.376
7/25/2012,32.6324
7/26/2012,32.9657
7/27/2012,32.6224
7/28/2012,32.2131
7/31/2012,32.1881
8/1/2012,32.2058
8/2/2012,32.3322
8/3/2012,32.4563
8/4/2012,32.5361
8/7/2012,31.9451
8/8/2012,31.6644
8/9/2012,31.6907
8/10/2012,31.4807
8/11/2012,31.8974
8/14/2012,31.8707
8/15/2012,31.7739
8/16/2012,31.8532
8/17/2012,31.9011
8/18/2012,31.8469
8/21/2012,32.0165
8/22/2012,31.9606
8/23/2012,31.8056
8/24/2012,31.683
8/25/2012,31.8099
8/28/2012,31.8703
8/29/2012,32.0183
8/30/2012,32.0942
8/31/2012,32.2934
9/1/2012,32.5669
9/4/2012,32.4171
9/5/2012,32.1995
9/6/2012,32.4608
9/7/2012,32.1998
9/8/2012,32.0142
